LastName*,FirstName*,Age*,Kids*,Married,SocialSecurityNum*
CARPENTER,TERESIA,052,01,0,164839761
ENGLISH,SHONDRA,061,02,1,030713625
KIM,MCKENZIE,067,00,0,216322492
FOSTER,EVELIA,032,02,0,342213913
WELCH,JANN,059,01,0,208222686
GALLAGHER,TUYET,024,02,0,261561801
WILLIAMSON,HORTENCIA,014,02,1,046138877
SHERMAN,CHANTE,013,00,1,132179171
NGUYEN,AMIE,043,02,0,409024395
HARRISON,PARIS,083,00,0,398343454
MCKINNEY,JANET,003,03,1,149733559
MEZA,LITA,024,02,0,019231916
DUARTE,FLORRIE,105,00,0,320773274
MCCARTY,DANI,032,02,1,040752045
NEAL,MARTI,048,00,1,121337461
TRAN,PING,042,01,0,083342707
PENNINGTON,FANNY,055,01,1,285355885
PALMER,EULAH,010,03,0,882761762
CRAWFORD,MAXWELL,004,03,1,215380404
GLENN,KATHERINA,056,03,0,283968082
CASTILLO,HERBERT,020,00,0,603443006
DUNN,DEVON,071,03,0,040520542
CHAMBERS,JOHN,053,02,0,387142306
CLARK,ELOISA,025,02,1,227951206
OLSEN,KENDRICK,059,03,0,375424170
PEREZ,HYUN,036,03,0,140269696
TUCKER,JASON,002,03,1,181592510
CHANG,DARIA,031,03,0,025486079
KENT,KATHARINA,008,03,0,400422682
CARTER,THEO,033,01,1,652592402
SANTOS,BRIGID,057,03,1,847160367
CALDERON,FLORENE,005,01,1,059787905
BOWERS,ANYA,027,02,0,050739941
LUCERO,LEN,017,03,0,418341905
LONG,KARIN,022,00,0,010994011
SELLERS,ARDELIA,015,00,0,120998723
AUSTIN,ANISHA,028,01,0,136264966
CORDOVA,CRAIG,018,02,0,146648820
JOYCE,ROBERTA,048,01,0,802688299
VAUGHAN,MARGIE,017,00,0,203100030
BALLARD,TOMI,058,01,1,714845313
GALLEGOS,CAPRICE,036,02,1,784660441
DAVIS,HARMONY,043,00,0,329029259
WATTS,TERINA,004,03,0,087352952
DOUGLAS,STELLA,022,02,0,166084016
CROSBY,BRITTNEY,060,02,0,399744314
CUMMINGS,KASI,023,00,0,256281304
HUFF,LACI,021,03,1,004027574
MOON,MARIBETH,102,01,1,084656935
SPARKS,SHIRLEY,002,01,1,097732312
DAVILA,JAYMIE,058,03,0,321339579
WOODWARD,OCTAVIA,016,00,0,373403708
GILL,KIERSTEN,014,03,1,145564088
COLE,BRITTNI,016,02,0,619092565
KRAMER,ELISEO,020,02,0,168368236
ALVARADO,MIRTA,053,00,1,138774707
SIMON,PILAR,034,01,0,356184804
LYNCH,ANDY,011,02,0,198123913
WARREN,SCARLET,012,03,0,150115543
DYER,SHERI,019,01,0,039817443
CARTER,FIONA,037,01,0,629077859
GLOVER,BRITNI,025,00,0,648137703
LEBLANC,KARON,065,02,0,481112460
KNAPP,SUZETTE,022,03,0,295159581
MATTHEWS,KIM,066,02,0,599291261
MEDINA,TERRIE,053,02,0,365898501
COLLIER,GARFIELD,003,03,0,551760210
MCMAHON,LASHAWNA,039,00,1,031051581
FIELDS,LEOLA,007,02,1,051442298
MCCORMICK,GILMA,021,01,0,092567984
SCHMITT,BILLIE,102,02,0,042253518
ALVARADO,DESTINY,072,02,1,266771982
TOWNSEND,GWENDA,015,01,0,004828877
CASTRO,LEO,018,03,0,201626447
COPELAND,MICHAEL,064,02,1,001351794
BARKER,GAYNELLE,056,02,1,006373113
COLEMAN,IONE,003,01,0,328039966
SNYDER,OCIE,037,01,0,533252656
HOWARD,IDELLA,054,04,1,020276456
WYATT,LARUE,025,00,1,299116859
PAGE,CRISSY,027,00,0,340507447
VALDEZ,LENNY,025,03,1,128569168
FORD,BILLIE,023,03,1,244533737
PARSONS,MARLO,026,03,1,144073586
MORRIS,JEANNE,030,02,0,064503739
WEST,MARGET,050,01,1,673606885
BRYAN,ALPHA,057,00,1,041044589
GOODMAN,SALLEY,009,01,1,848461039
HERNANDEZ,WILEY,054,02,0,162402523
MOON,ROSAMOND,080,03,1,462234883
MARSHALL,FRANCIE,064,02,0,024751916
JACOBSON,TILLIE,055,03,1,763856213
LUTZ,TRAN,043,01,1,132424089
MARTINEZ,HERSCHEL,077,00,0,824262435
IRWIN,SHEREE,048,04,1,515992244
GRIFFIN,OLIVIA,070,01,1,041074699
FARMER,ELENE,055,03,1,074393692
ZHANG,MIRIAM,041,00,1,240014428
MULLEN,CANDYCE,019,00,1,621140223
WHEELER,MELODI,111,01,0,146318013
FRANKLIN,MARIA,004,02,0,179373003
CAMACHO,WINDY,021,00,0,658097676
COSTA,ZORAIDA,063,00,0,146356423
KLINE,EARLEAN,044,02,0,288987127
STRICKLAND,DALE,024,00,1,055119593
GONZALEZ,DORTHY,077,01,1,420034210
TREVINO,ANETTE,028,03,0,082770551
NELSON,GLENDORA,047,03,1,790003354
MARSHALL,LOVE,006,02,1,053768830
WEBER,CLOTILDE,027,00,1,340503423
BLACK,BUD,023,02,1,601444409
CHUNG,ULRIKE,005,03,0,042215316
GRAY,REMEDIOS,010,00,1,706795765
SHORT,LEONA,114,03,0,105713177
WILSON,JEROME,002,03,0,527157760
HOWARD,MERLIN,028,06,0,033158169
WEST,GEORGEANN,011,01,1,130937356
DONALDSON,SACHA,033,01,1,144412038
BOYLE,ODELL,055,02,1,531916483
WOODS,LEATHA,048,01,1,270364262
COOLEY,VERSIE,045,02,0,646827447
HUYNH,CORINNA,056,01,0,017345144
OBRIEN,MARINA,083,02,0,761289811
WATKINS,RENNA,068,02,0,464233543
HOLT,ANNALISA,060,01,0,260295976
MORA,LEEANNE,002,00,1,087870723
HOWE,RACHEL,042,02,1,197222882
HANSEN,DENITA,007,03,1,015337746
JENSEN,GERALDO,061,00,0,337902040
ORTEGA,MURIEL,049,03,1,582399834
BANKS,MADELEINE,036,02,0,140225326
BUCK,HILMA,046,03,0,267222474
STOKES,DONYA,053,09,1,257720906
WHITAKER,MONTE,037,02,0,186149890
MCCONNELL,KINA,038,01,1,443914789
JAMES,FRED,006,01,1,163255747
MATHEWS,VALENTINA,039,02,0,405698494
JARVIS,NIKOLE,054,00,1,119575139
BLACK,CARMEN,054,00,1,371675000
SELLERS,SHELDON,038,02,0,546656941
EATON,CHARLESETTA,019,01,0,618363814
COOKE,CARMINE,075,01,1,736926471
BARRY,WILDA,041,00,0,684714747
ANDREWS,ROCHELLE,057,00,0,202493328
BAIRD,EMMALINE,020,03,1,576394871
TOWNSEND,SHEMIKA,022,02,1,200428562
HATFIELD,DIAMOND,015,01,1,736681530
CANTRELL,KRISTOFER,020,01,1,283319387
ORR,RAMON,039,02,0,393707965
MAYNARD,AURELIO,003,03,0,005709466
SCHROEDER,MIYOKO,035,00,0,703360707
RICHARD,LISABETH,030,00,1,292542532
CAIN,CARRY,013,01,1,022585218
HESTER,LILLIAM,018,01,0,441294551
FORD,ELIZEBETH,042,03,0,282675190
PATRICK,SHARICE,050,02,0,187717732
ANDRADE,ROD,057,02,0,031110643
WILLIAMS,SHEMIKA,058,00,0,000248426
ADKINS,JANEAN,032,02,1,356638552
HOWE,RHEBA,040,03,1,262190504
HURST,ALLYSON,031,03,1,072840135
MICHAEL,URSULA,018,02,0,025221796
MARKS,CHELSEA,034,02,0,659228433
KNOX,SHAWANNA,046,00,0,735629510
FLETCHER,LAVONDA,028,01,1,152013245
MCINTYRE,MICHEL,023,02,1,088226969
HERRING,SHARLENE,101,01,1,802826432
SHAW,FRANCENE,016,01,1,032619383
BURTON,RUSS,078,03,0,146706992
HARDIN,FATIMAH,027,00,1,140914225
BENTON,MIESHA,018,03,1,038095956
LUCAS,DELISA,016,01,1,023076427
ENGLISH,CHRISTINIA,020,03,0,566933922
ROWE,JANELLE,078,01,1,266887552
PAGE,LATONYA,046,01,0,144040301
HOLT,ANTHONY,005,02,1,331341086
KELLEY,THANH,061,02,0,325225131
ANDERSEN,EDMUND,027,02,1,029299844
MORRISON,SUE,018,02,0,143649653
MCDANIEL,SHAUN,020,00,0,262053294
DUDLEY,DENA,056,02,0,228167138
ROWLAND,HUGO,074,03,0,603392522
TORRES,LURA,025,02,1,066947507
KELLEY,PARIS,033,01,0,189550016
BOWERS,KRISTI,034,02,1,685597977
DANIELS,CAREY,025,03,0,131182166
ONEILL,JERAMY,023,02,1,204330393
MARQUEZ,KAYLEE,021,02,1,041850361
BLACKWELL,KISHA,059,03,1,168336538
JENSEN,KYM,021,01,1,366427822
COCHRAN,COLBY,039,02,1,000357271
STANLEY,SHALANDA,021,02,0,284633402
CHURCH,ARLYNE,046,00,0,074604603
WHITNEY,DEANDRE,048,01,1,032954359
HERNANDEZ,CANDACE,057,02,1,158710593
ALVARADO,MARVIS,005,03,1,436010165
DOWNS,ELIZABET,073,02,0,508858468
MOSS,BROOK,015,08,0,068078036
ARMSTRONG,SACHA,053,03,1,019912889
HORTON,ANNITA,038,02,0,100270071
AVERY,ARON,013,02,0,897005424
KNAPP,MELINDA,016,03,0,392731820
HAWKINS,KARRY,030,01,0,807069766
LUCAS,TYRON,104,03,1,118975466
STAFFORD,WILLENE,011,00,1,079014294
DAVIDSON,BILLYE,038,03,0,000400441
PAUL,KATHE,047,01,1,008030300
NEWMAN,DEENA,053,02,1,585112293
HERMAN,MOHAMED,051,00,1,026655990
PRESTON,SERENA,041,03,0,277730090
BAUER,MAURA,047,03,0,000157640
MIRANDA,TRISHA,042,00,0,015192999
BONILLA,CRISTI,045,01,0,227262173
CHAMBERS,YAHAIRA,049,01,1,173020242
MCCOY,NANCIE,037,01,0,768645996
MACK,TEQUILA,007,01,0,691394247
DECKER,REANNA,041,01,1,180712056
MILLS,CLEMENTE,023,01,1,369155627
LE,SANTIAGO,065,02,1,482031726
SIMPSON,FELICIDAD,018,02,0,015182191
VELAZQUEZ,AMEE,043,03,1,208415908
ROSARIO,ELIJAH,108,02,1,175795407
KING,CATARINA,004,03,0,229341126
SHELTON,TOSHIA,012,01,0,447252532
BAUER,NICOLAS,050,03,0,446127191
ROBINSON,CIARA,015,00,0,087397641
OBRIEN,CORETTA,036,03,0,491352558
MORALES,JESSIKA,003,03,0,514659755
CANNON,RUDOLPH,032,01,0,008134983
CHANEY,NISHA,019,00,0,113606136
FARLEY,TESHA,035,01,0,082541023
HENDERSON,ANGELIKA,008,02,0,670083216
JACOBSON,KEELY,030,02,0,104060935
GARZA,SANJUANA,059,03,0,149137989
HARDING,DENAE,005,02,0,016146537
MUELLER,EFRAIN,050,02,0,681392182
DUARTE,DOMONIQUE,001,03,0,173288153
ALI,CASSIE,004,03,0,252842563
MORGAN,EUNICE,031,03,0,236981900
YATES,ADELLE,035,02,1,166528446
MORAN,MAXIE,060,08,0,010001312
CAMPOS,MOZELL,052,03,0,099393789
HOLDEN,CHAD,070,07,0,066679037
VARGAS,NELSON,015,03,0,100353007
MAHONEY,ADRIAN,044,00,0,322406003
BYRD,WHITNEY,047,01,1,363848043
QUINN,MEGHANN,027,03,0,197758702
WERNER,JULIANN,028,00,1,197499421
MCCLAIN,CHERI,032,01,1,174660536
TRAVIS,TYREE,057,01,1,607286298
ARELLANO,PEARLE,016,02,1,272058338
JOYCE,KORTNEY,067,02,1,153629842
BENJAMIN,GUSTAVO,011,01,1,080594422
GONZALES,HAL,015,02,0,701153791
ALVAREZ,MICHEAL,041,03,0,433078792
PEARSON,TRINIDAD,054,03,1,073550332
ERICKSON,DWAIN,054,01,0,139702619
LOZANO,FELICITA,053,03,1,255344117
WELLS,KELLY,070,03,0,162503042
BALLARD,HENRY,015,03,1,552613338
HARDIN,CATHERIN,039,02,1,002425837
JENNINGS,NICOLA,016,01,1,583963537
WATKINS,VONCILE,057,00,0,201111581
MCCANN,KELSEY,051,00,0,015466315
BARTLETT,LUKE,049,01,0,646718110
FRANKLIN,MALIKA,050,00,1,314165685
WOODARD,MARNIE,037,00,1,124964526
GAY,HOLLI,043,01,0,724856712
RUBIO,MAGALY,047,03,0,118204240
WILKINSON,ANDREA,004,03,0,370770769
TATE,AUTUMN,039,01,1,708417697
BENTON,ERIN,017,03,1,313575185
MENDEZ,MYRTA,011,00,1,061496681
ALLEN,KRISTIAN,010,00,1,070929570
WADE,ELISA,055,00,0,511499031
BLACKWELL,JULIETTE,059,02,0,812561021
GREENE,LOLA,012,02,1,110647933
RYAN,GRACIA,092,02,1,560647461
SINGLETON,URSULA,078,02,0,007145906
RANDOLPH,GREGORIA,036,02,0,068505713
EVANS,FREDDA,001,07,1,237597772
SANDERS,SHARONDA,060,01,0,377779663
FRIEDMAN,SANJUANA,002,02,1,946899892
SUMMERS,DOLORES,015,01,1,002991416
VARGAS,DARIO,029,02,0,335732960
STRONG,NORMAND,008,03,0,459301300
STRONG,KIETH,048,03,1,201390005
BREWER,NELLE,071,01,0,309470555
BLANCHARD,ROMAINE,092,01,1,151941848
GOODMAN,SUE,059,02,1,084594761
GALLEGOS,MAI,046,00,0,390190973
COLLINS,PRINCE,003,00,0,119893755
HOOD,CORALEE,024,03,0,453456110
WASHINGTON,LONDA,080,03,1,098876451
DUNN,WHITNEY,038,00,1,001721648
HAHN,REMEDIOS,033,02,0,124828173
FRAZIER,SHAVONNE,041,01,0,074789546
YANG,GENEVIVE,036,03,0,560574004
GORDON,CLARISA,028,01,1,375324682
LIVINGSTON,ELODIA,023,00,1,140686075
POOLE,ADAN,021,01,1,126633889
VALENTINE,LAWRENCE,047,00,0,128084274
BRUCE,DESTINY,062,03,0,521418400
GOOD,DENNIS,041,02,1,260303596
CUNNINGHAM,STEFANY,018,03,1,407001135
JENKINS,CHERRIE,050,00,0,111483316
CONTRERAS,LOLITA,013,02,0,278471652
BERGER,IVEY,020,00,0,169471865
BENTON,ROBERT,053,00,1,333770767
LEVY,COLBY,015,02,0,515052586
HESS,SYBLE,071,00,0,049902782
NOVAK,MARNA,031,00,0,178331649
GILMORE,PRICILLA,065,03,0,130368995
PHILLIPS,RHEBA,047,03,0,136043630
BUCHANAN,WADE,051,00,1,351772073
MOSLEY,CARLOTTA,052,03,0,100378157
HOLLOWAY,HUE,058,00,0,206441143
MORROW,ALFREDO,020,01,0,557243817
MALONE,SUDIE,004,01,0,217593629
RANDOLPH,MERI,048,02,1,194162302
GORDON,GARTH,057,00,1,210873749
WILKERSON,BONG,017,03,0,133511122
LUTZ,LONG,077,03,0,018146863
HAMILTON,ROSINA,030,00,1,072625359
HAWKINS,ROGER,044,02,0,084148146
WATTS,FAE,017,01,0,659688667
REYNOLDS,FERMINA,053,01,0,845070299
KRAMER,JOAN,004,03,1,010279088
PATEL,NICKOLE,014,03,1,643452227
FRITZ,NORBERT,078,01,1,012845852
SNYDER,SOON,038,02,0,365609427
BATES,SHANNA,021,01,0,180890793
CHANDLER,CHANEL,012,02,0,152528823
SCHULTZ,FREDRICKA,032,01,1,213584858
YANG,ZULMA,006,02,1,135719614
MCKNIGHT,HASSIE,001,01,1,350624802
MCGRATH,LUNA,056,02,0,014747574
LUNA,LONA,050,00,1,308677106
DUFFY,CONCEPTION,014,01,1,085312495
SLOAN,REBBECCA,058,00,0,495922491
NICHOLSON,RANA,105,02,1,009101496
BURCH,YAHAIRA,042,03,1,646106748
DANIEL,ASHTON,042,01,1,055310416
LEACH,TAMI,042,00,0,373935215
DODSON,VALDA,015,00,0,070638715
BAKER,CHASTITY,041,01,1,055620619
DANIEL,TAMRA,044,01,1,540061876
PACE,LINNEA,013,02,1,330739928
ARROYO,CORALEE,015,01,0,765923193
RAMSEY,BRITT,001,03,0,004628161
GARRISON,WALKER,039,00,0,275557688
THORNTON,TONA,051,01,0,153947980
HANNA,PATRICE,019,00,1,043443791
BEASLEY,DUNCAN,043,01,0,179935150
MCGEE,JUSTINA,052,02,1,193740076
HORN,RALPH,026,00,1,422186055
GAMBLE,NOREEN,056,00,0,531402870
WALLS,CLAY,034,01,1,011402941
HOLMES,IRIS,012,03,1,124513255
FLOYD,BRONWYN,016,00,1,089193129
JUAREZ,PAULINA,015,02,0,282851439
HOBBS,DION,034,00,1,055430489
SAVAGE,SUNNY,020,05,0,083955245
ORR,SONDRA,074,03,0,487253450
SCHROEDER,WALTER,023,03,1,296170400
HUGHES,KYONG,074,01,0,062650775
HULL,PRECIOUS,005,00,0,211426449
FOLEY,STARR,042,00,1,501501964
HART,SYDNEY,079,00,1,139689033
ENGLISH,ROSANNE,003,02,1,952275605
RIGGS,MAUREEN,005,02,0,271707771
COLLINS,PHEBE,005,00,0,598338433
FUENTES,PAMELLA,059,00,1,563053513
FORD,GENEVIEVE,051,00,1,032093649
RIDDLE,CHLOE,031,03,1,322169050
CHARLES,HASSIE,054,00,0,434916245
WATSON,MERLENE,045,03,0,558682763
SHAH,DEEDEE,033,03,1,436028072
VILLARREAL,MITZI,056,02,0,292093209
WHITAKER,AGUSTINA,016,02,0,261175429
VELAZQUEZ,LORIANN,018,02,1,021713558
WELLS,LIVIA,046,03,0,194775427
YANG,KALYN,009,00,1,293224297
RUBIO,MERLE,015,02,1,046817301
CASTRO,MARGARETT,048,00,1,581537498
KAUFMAN,KAYCEE,017,01,0,007906631
HALEY,YOLANDA,043,01,1,390281484
BENTLEY,KIRBY,060,00,1,544199580
NOLAN,KARRY,053,03,0,181296758
YU,PIEDAD,045,00,0,056849012
SINGLETON,NELLIE,020,02,0,006199874
HARDY,TRANG,032,02,1,183491175
WALTON,CHUNG,011,01,0,123313386
DELGADO,SHAVONDA,036,03,1,861612892
JEFFERSON,ZETTA,105,03,1,110491195
SPEARS,BIBI,034,03,1,496429800
GRANT,TASHA,023,02,0,211503445
WILLIAMS,JACQUETTA,017,01,1,138282089
FERGUSON,BERNADETTE,070,01,1,012058506
JENKINS,PRINCESS,030,00,0,242121772
ANDREWS,CHASE,033,00,1,077015890
PIERCE,MELLIE,031,02,0,247110671
WILCOX,SHIRLENE,028,00,0,242664382
LANDRY,LUTHER,047,00,1,009844421
SANDOVAL,TOMAS,029,00,1,486936263
CRAIG,ELIZ,057,03,0,172969953
BAILEY,HALLIE,023,02,1,295389420
RUSSELL,LYNDSEY,002,00,0,925316982
ROBINSON,AUGUSTINE,032,00,0,252804291
CRUZ,NANCI,017,03,0,486543231
ROBERTSON,NICKI,048,03,1,024063130
OCONNOR,MOZELLA,072,02,0,626662126
PEREZ,CHRISTAL,059,02,0,120159797
HILL,RENATO,112,02,0,072062766
TERRELL,KARAN,040,02,0,626485036
MEZA,TAMISHA,041,02,0,464536116
GOODMAN,ROCHELL,053,03,1,224187789
ACOSTA,PAMELLA,021,02,1,371801665
NIXON,THEDA,065,03,0,786029223
ROSALES,RUBI,014,03,1,023754928
ESCOBAR,FELTON,089,03,0,300451118
MERRITT,MARGIE,045,01,0,247588917
FROST,BRANDEE,020,00,1,067860584
VALENZUELA,DEIDRE,057,01,0,255929730
HURST,DEIDRA,055,02,1,875342314
HARVEY,LISE,029,03,1,003912512
BROCK,MELLIE,074,01,0,563022255
BOYER,HERMILA,068,00,0,306235903
MORRIS,KIMBERY,030,02,1,047377536
HANNA,MINDI,075,01,0,385896842
NIELSEN,CODY,057,03,0,223350426
LARSEN,PAULETTA,050,00,0,022658072
VALDEZ,NA,040,00,1,003140900
CHERRY,DONNETTA,010,03,0,465592775
WELCH,ARLA,026,00,0,222335787
HOWE,JONATHAN,002,00,1,386017251
MEDINA,LORAINE,034,01,1,055841522
MCCLAIN,LORY,015,00,0,580526712
BLACKBURN,TAKAKO,056,03,0,433352672
ESPARZA,SHERWOOD,031,02,1,127618868
WEBSTER,GEORGIANN,059,02,0,103636290
LI,SUZY,049,03,0,042355860
CAREY,MARCIA,046,02,1,334187917
KLEIN,HERMILA,048,07,0,314276339
WATERS,ADRIAN,035,03,1,056218840
LE,ELIN,069,02,1,001283614
KEMP,MARI,017,03,1,598025060
KANE,ROXANNA,003,02,0,000155322
FOWLER,TYLER,048,02,0,260134946
CLARKE,KELVIN,046,03,0,178477994
ATKINSON,ZANDRA,047,03,0,341586122
FERNANDEZ,THEODORE,020,03,1,387662350
GAY,JULI,037,00,0,186493256
MCCOY,NICK,013,01,1,293594354
MCKNIGHT,LESA,004,02,0,503754340
DENNIS,TOMASA,001,02,1,018971034
MOYER,KAI,028,00,0,015179532
QUINN,MERCEDEZ,007,00,1,152285935
ZUNIGA,KANDACE,077,03,0,856661219
FRANKLIN,MARYLOUISE,032,03,0,148531932
PINEDA,CRAIG,090,00,0,418561132
FIELDS,MAGDALENA,059,00,0,354532824
DAVID,CARYN,047,03,1,196539499
DOUGLAS,MY,046,02,1,050819577
HOFFMAN,FANNY,036,03,0,399841293
BLAIR,MERRY,055,03,0,704064073
WERNER,GENEVIEVE,035,08,1,077518809
GRAHAM,CHI,009,03,0,012278706
MCGRATH,ROY,014,01,0,230965760
MANN,LARISA,043,03,0,313393284
MOON,CATHEY,007,02,0,127522044
HOUSE,MONNIE,021,01,0,148956529
CONRAD,ZELLA,057,03,0,615955398
SANFORD,MILFORD,046,03,1,036028106
POWERS,PIPER,032,00,0,019728070
BROWN,ARTHUR,011,01,1,055886396
WADE,ALIDA,066,00,1,188790336
MORAN,JACKSON,035,03,0,197641390
HUBER,AGUSTINA,038,00,1,286341987
NAVARRO,SUZETTE,045,00,0,252461881
CHASE,NAOMA,028,00,0,313746312
COMPTON,RUDOLF,068,00,0,512106113
VAUGHN,RANA,027,00,1,011576326
HALEY,MARITZA,011,00,0,482278869
STARK,ALEXANDRIA,007,03,0,243690984
FRANK,HOLLIS,019,02,0,196432052
MURRAY,FLORENCE,110,02,1,279011709
MOODY,FLORIA,031,02,1,095224030
TYLER,VALENTIN,031,02,0,067194430
SANDERS,SANDI,013,01,1,050403531
FARLEY,MA,005,01,0,968897247
KLINE,ARDITH,038,00,0,004117692
SCHWARTZ,ERNA,001,02,0,553444476
COHEN,RAMONITA,035,01,1,622861176
PITTS,CASSY,079,03,1,007960249
DAVENPORT,BRITTANI,072,00,1,124479987
MANN,MERIDETH,019,00,1,003933324
HUNT,EDUARDO,023,01,0,775344590
VILLARREAL,ALISON,003,01,1,592315555
MCGRATH,CHERISH,031,00,0,095229637
RANGEL,ALAINA,069,01,1,305861664
LUCERO,RUDOLF,049,01,1,702966232
KOCH,AIDA,068,08,1,405307888
ESTES,MELISA,058,00,0,262206451
CORTEZ,SHILOH,022,00,1,498859270
FIELDS,PATRINA,068,02,0,407730369
GREEN,SHANNA,034,03,1,546857858
LOWE,PATTI,022,01,1,479443431
LEON,LIONEL,030,02,0,691623575
CASTILLO,VALERI,032,02,1,426375339
MAYER,ROSELEE,011,01,0,276374177
LANDRY,DEAN,008,01,0,109540664
KAUFMAN,TRISHA,047,02,1,177070046
LAMBERT,GABRIELLA,038,00,0,262340236
MEJIA,IONE,005,00,0,456573704
SAWYER,SABRA,006,01,0,137044452
CARROLL,INDIRA,040,01,0,407775972
SANFORD,IONA,042,08,1,265035409
CROSS,CANDANCE,012,03,0,039243605
MORRIS,LYLE,032,02,1,446632575
FRITZ,KASANDRA,017,02,1,804198249
BISHOP,ELIN,030,01,1,061313955
CORTEZ,TIERA,057,01,1,415368805
DORSEY,OZELLA,028,03,0,360076544
ROJAS,VERGIE,017,03,1,536621448
EDWARDS,CLAUDE,045,01,1,190149989
PITTMAN,DAN,026,03,0,132312078
MCDOWELL,RYAN,005,06,1,265502763
SNOW,INOCENCIA,061,02,0,130540412
LESTER,ROLAND,061,03,1,791196663
PACE,YVONE,087,03,1,215614268
COOK,ASTRID,040,07,1,572674974
ORTIZ,DANIELL,053,00,0,214261995
LOPEZ,MARINA,054,03,1,025967788
ROCHA,EMMANUEL,030,02,0,429927151
LEVY,LEONTINE,020,01,1,306176615
BAIRD,WAYLON,003,02,1,397674885
REESE,ESTELA,043,02,1,113477283
BARRON,CHERI,042,01,1,037447230
PEREZ,VERNICE,013,02,0,517140469
GALLAGHER,YELENA,015,03,0,524249205
CRUZ,DEBORAH,019,02,0,119214252
BARNES,CARMELIA,017,03,1,108589030
CHERRY,VANIA,041,03,1,243761157
VELAZQUEZ,HILMA,017,00,1,448738721
OLSEN,TYRELL,041,01,1,292751111
HUGHES,LENA,071,01,0,146415765
GALLEGOS,QUENTIN,041,00,1,017029664
HURLEY,GORDON,010,00,1,489100899
HERRERA,EDMOND,034,00,0,295662937
PATTERSON,SANA,005,02,0,101214159
ZIMMERMAN,HYON,035,01,0,646489267
STONE,THU,024,02,0,536930320
RITTER,LULU,028,02,0,063393590
LEON,VALERI,013,02,1,004280817
JIMENEZ,DARLENE,037,03,0,158198050
FLOYD,KRISTEN,049,01,1,535522842
GLENN,ANGLA,003,02,0,699577865
STARK,ADAN,031,02,1,082160221
PENNINGTON,HULDA,033,02,0,113415670
HOWE,RAYMON,045,01,0,053938536
GOMEZ,CHAUNCEY,026,01,0,387486507
GILLESPIE,LIZZIE,077,00,1,696068181
MENDOZA,TAM,030,02,0,314856427
WU,SERINA,040,00,1,109457226
RYAN,TUAN,026,01,0,448287070
BUCK,ISELA,044,00,0,204291562
HUANG,JEFFERSON,021,01,1,024293410
BUTLER,KURTIS,067,00,0,122786476
VALENZUELA,ALEJANDRINA,065,01,1,630208187
SPENCE,PIEDAD,056,03,1,012904283
HAWKINS,KATHLYN,045,01,0,486775304
MAHONEY,CHRISTINIA,028,06,0,052901470
MCINTOSH,GEORGIE,036,00,0,515297293
HEBERT,TOMMYE,031,00,1,018142665
WHITE,CLARETTA,012,03,0,694696276
BRADFORD,LOUVENIA,056,03,1,283377257
MCINTYRE,HOLLIE,064,00,1,142054705
FRAZIER,VENNIE,020,02,1,221354316
COOK,LILY,016,03,1,038906382
FRANKLIN,SANDA,040,00,1,301787347
TATE,SUSANN,015,03,1,393187596
BRAUN,ANDREA,002,02,1,356523224
BRENNAN,TOMMY,053,01,1,026965445
MILLS,SAMMIE,057,00,1,056035381
NIXON,KIMBERLY,003,00,1,019834398
CRUZ,LEWIS,018,01,1,245520001
BYRD,HAILEY,014,00,0,553477784
HAHN,MAX,056,04,0,052438500
CONRAD,STANFORD,074,03,0,119771812
LONG,LESLEY,023,00,0,001515545
COSTA,TEISHA,017,00,1,325222264
CONTRERAS,CHRISTIE,056,00,0,177566524
WATKINS,NICK,057,00,1,347019345
MCPHERSON,TRESSIE,004,02,0,391355441
SHAFFER,DONETTA,042,01,1,709175183
LIU,HORTENSE,015,00,1,570198359
ROTH,INES,009,00,0,420084285
CHASE,EUSTOLIA,002,02,1,437211575
FRANCO,WAN,051,01,0,060838840
WIGGINS,RANDI,048,03,0,036252162
BARAJAS,DORENE,036,02,1,581926342
LAWRENCE,JOHNSIE,030,02,0,160984091
KELLY,BROOKE,068,03,1,474608241
HIGGINS,MARCELINE,084,02,0,883603850
SANCHEZ,DAPHNE,021,01,1,261025639
ZAVALA,ARCHIE,048,00,0,478363231
MARTINEZ,AVELINA,002,00,0,296069880
CAREY,ENRIQUE,020,00,1,129219744
CHERRY,ARDATH,052,03,0,732639692
COFFEY,DONNIE,039,00,1,240166046
KAUFMAN,FERMIN,065,01,0,004555739
CARDENAS,DRUSILLA,011,01,0,060406503
MENDOZA,BELINDA,028,03,1,552722012
NUNEZ,PATTIE,030,00,1,017135246
WHITNEY,STEPHANIE,020,00,1,007008495
GREGORY,BETHANN,044,01,1,136775292
SANCHEZ,BERNA,024,02,0,059578812
BEST,ANGELICA,009,03,0,383189512
MEZA,BLANCHE,040,03,0,072653467
BAUER,SUSAN,064,00,0,177888101
JENKINS,ELFRIEDE,051,03,0,259803246
NOVAK,VINCENT,039,02,1,287016408
RUIZ,RUFINA,034,01,1,277607051
MILLS,MONSERRATE,053,00,0,472178315
SANTANA,ELENORA,013,01,0,168502994
VANCE,LEANDRO,060,00,0,443645669
KRUEGER,MICHIKO,030,03,0,005546325
MANN,EVE,051,03,0,223397297
TATE,ORVILLE,049,02,1,268399037
GILL,INDIRA,053,01,0,217409331
BENITEZ,SHAREN,059,03,1,143808133
